,userID,index,visitByTheHour,weekOfYear,weekOfYear,dayOfWeek,cluster
17826,48,17826,21,1,1,6,2
17827,119,17827,8,11,11,5,2
17828,5,17828,10,3,3,1,2
17829,157,17829,18,3,3,2,2
17830,123,17830,17,8,8,4,2
17831,172,17831,8,6,6,5,2
17832,174,17832,8,6,6,0,2
17833,113,17833,5,9,9,4,2
17834,86,17834,8,11,11,0,2
17835,70,17835,8,11,11,5,2
17836,90,17836,11,13,13,1,2
17837,163,17837,16,6,6,4,2
17838,158,17838,22,7,7,6,2
17839,136,17839,12,6,6,5,2
17840,175,17840,9,12,12,3,2
17841,62,17841,23,6,6,3,2
17842,200,17842,12,10,10,3,2
17843,171,17843,11,1,1,2,2
17844,43,17844,5,12,12,5,2
17845,163,17845,18,5,5,5,2
17846,196,17846,3,5,5,6,2
17847,159,17847,16,12,12,6,2
17848,121,17848,17,6,6,5,2
17849,159,17849,2,4,4,4,2
17850,86,17850,14,1,1,1,2
17851,147,17851,3,13,13,3,2
17852,160,17852,2,2,2,0,2
17853,134,17853,12,9,9,6,2
17854,170,17854,4,7,7,1,2
17855,76,17855,4,5,5,3,2
17856,36,17856,6,1,1,1,2
17857,181,17857,2,6,6,1,2
17858,47,17858,0,6,6,0,2
17859,56,17859,17,12,12,0,2
17860,27,17860,13,2,2,4,2
17861,26,17861,11,12,12,0,2
17862,23,17862,23,3,3,5,2
17863,96,17863,3,4,4,3,2
17864,87,17864,9,11,11,4,2
17865,119,17865,2,8,8,6,2
17866,164,17866,3,3,3,5,2
17867,38,17867,14,6,6,5,2
17868,165,17868,18,1,1,4,2
17869,146,17869,17,6,6,1,2
17870,112,17870,16,4,4,4,2
17871,129,17871,2,6,6,5,2
17872,58,17872,17,2,2,5,2
17873,190,17873,3,9,9,2,2
17874,27,17874,16,10,10,1,2
17875,152,17875,6,5,5,5,2
17876,114,17876,14,10,10,3,2
17877,166,17877,2,12,12,4,2
17878,132,17878,5,7,7,2,2
17879,194,17879,14,4,4,3,2
17880,101,17880,16,10,10,2,2
17881,157,17881,22,11,11,5,2
17882,33,17882,10,6,6,6,2
17883,116,17883,14,13,13,1,2
17884,36,17884,23,10,10,4,2
17885,12,17885,11,2,2,0,2
17886,106,17886,3,3,3,1,2
17887,51,17887,12,7,7,4,2
17888,19,17888,15,12,12,0,2
17889,29,17889,12,3,3,4,2
17890,126,17890,7,5,5,4,2
17891,72,17891,1,10,10,3,2
17892,106,17892,10,11,11,3,2
17893,145,17893,22,11,11,4,2
17894,107,17894,15,2,2,5,2
17895,24,17895,14,9,9,3,2
17896,28,17896,16,4,4,4,2
17897,96,17897,9,2,2,0,2
17898,172,17898,19,9,9,3,2
17899,118,17899,4,4,4,4,2
17900,0,17900,20,9,9,2,2
17901,26,17901,17,2,2,3,2
17902,5,17902,16,3,3,2,2
17903,132,17903,10,12,12,5,2
17904,139,17904,6,9,9,5,2
17905,77,17905,4,0,0,4,2
17906,123,17906,7,0,0,5,2
17907,149,17907,4,12,12,1,2
17908,174,17908,23,6,6,2,2
17909,178,17909,12,8,8,1,2
17910,39,17910,20,4,4,1,2
17911,66,17911,0,6,6,0,2
17912,133,17912,16,12,12,0,2
17913,118,17913,5,7,7,1,2
17914,183,17914,5,5,5,3,2
17915,9,17915,16,8,8,0,2
17916,158,17916,18,7,7,4,2
17917,45,17917,5,2,2,2,2
17918,37,17918,0,5,5,3,2
17919,84,17919,9,6,6,5,2
17920,199,17920,23,7,7,6,2
17921,141,17921,9,5,5,0,2
17922,132,17922,0,4,4,5,2
17923,71,17923,17,3,3,3,2
17924,184,17924,18,6,6,2,2
17925,159,17925,4,10,10,2,2
17926,138,17926,21,12,12,5,2
17927,195,17927,21,1,1,5,2
17928,103,17928,19,2,2,3,2
17929,180,17929,19,2,2,5,2
17930,52,17930,7,9,9,2,2
17931,35,17931,9,3,3,2,2
17932,82,17932,7,7,7,4,2
17933,90,17933,14,4,4,6,2
17934,52,17934,2,7,7,2,2
17935,139,17935,6,11,11,0,2
17936,47,17936,17,11,11,1,2
17937,149,17937,2,11,11,0,2
17938,175,17938,0,12,12,4,2
17939,68,17939,14,7,7,5,2
17940,61,17940,5,5,5,5,2
17941,67,17941,21,5,5,2,2
17942,162,17942,6,2,2,2,2
17943,159,17943,0,11,11,5,2
17944,86,17944,7,3,3,2,2
17945,200,17945,15,1,1,2,2
17946,165,17946,17,1,1,1,2
17947,61,17947,18,2,2,1,2
17948,188,17948,21,7,7,4,2
17949,158,17949,12,5,5,1,2
17950,39,17950,7,12,12,6,2
17951,127,17951,0,4,4,2,2
17952,89,17952,11,8,8,6,2
17953,103,17953,10,2,2,0,2
17954,83,17954,5,3,3,0,2
17955,141,17955,13,1,1,0,2
17956,47,17956,12,5,5,6,2
17957,21,17957,9,12,12,0,2
17958,155,17958,12,3,3,4,2
17959,151,17959,22,5,5,0,2
17960,27,17960,15,5,5,5,2
17961,102,17961,16,8,8,2,2
17962,41,17962,4,3,3,6,2
17963,156,17963,12,1,1,4,2
17964,131,17964,22,10,10,4,2
17965,10,17965,23,8,8,5,2
17966,129,17966,23,7,7,1,2
17967,17,17967,5,2,2,1,2
17968,108,17968,9,9,9,6,2
17969,186,17969,21,10,10,1,2
17970,156,17970,15,4,4,2,2
17971,184,17971,2,12,12,5,2
17972,73,17972,8,1,1,5,2
17973,105,17973,17,6,6,5,2
17974,178,17974,0,8,8,6,2
17975,142,17975,15,11,11,2,2
17976,167,17976,11,9,9,6,2
17977,83,17977,18,2,2,4,2
17978,28,17978,15,9,9,2,2
17979,198,17979,0,8,8,0,2
17980,16,17980,9,7,7,6,2
17981,59,17981,4,10,10,6,2
17982,37,17982,23,1,1,0,2
17983,191,17983,16,1,1,0,2
17984,3,17984,14,12,12,3,2
17985,38,17985,5,7,7,5,2
17986,89,17986,3,7,7,4,2
17987,139,17987,18,1,1,6,2
17988,5,17988,15,12,12,2,2
17989,199,17989,1,7,7,1,2
17990,115,17990,18,9,9,2,2
17991,102,17991,1,9,9,5,2
17992,65,17992,23,2,2,6,2
17993,192,17993,8,6,6,2,2
17994,24,17994,12,11,11,1,2
17995,117,17995,14,1,1,1,2
17996,70,17996,2,5,5,3,2
17997,109,17997,10,6,6,2,2
17998,137,17998,23,7,7,3,2
17999,100,17999,18,10,10,0,2
18000,53,18000,9,2,2,1,2
18001,101,18001,6,10,10,2,2
18002,136,18002,4,13,13,6,2
18003,93,18003,23,9,9,6,2
18004,112,18004,14,10,10,0,2
18005,175,18005,9,11,11,1,2
18006,22,18006,7,7,7,3,2
18007,46,18007,8,5,5,5,2
18008,128,18008,15,1,1,3,2
18009,20,18009,9,11,11,2,2
18010,27,18010,17,8,8,1,2
18011,144,18011,14,9,9,6,2
18012,80,18012,5,7,7,5,2
18013,44,18013,11,11,11,2,2
18014,31,18014,20,7,7,4,2
18015,14,18015,0,6,6,1,2
18016,196,18016,22,3,3,4,2
18017,66,18017,19,11,11,4,2
18018,94,18018,1,11,11,6,2
18019,63,18019,11,2,2,3,2
18020,165,18020,5,1,1,0,2
18021,51,18021,17,11,11,1,2
18022,186,18022,12,12,12,3,2
18023,32,18023,13,3,3,5,2
18024,135,18024,15,8,8,6,2
18025,9,18025,7,11,11,0,2
18026,106,18026,7,8,8,4,2
18027,146,18027,0,8,8,2,2
18028,93,18028,11,13,13,6,2
18029,92,18029,14,10,10,6,2
18030,7,18030,20,10,10,4,2
18031,149,18031,18,11,11,2,2
18032,55,18032,10,3,3,2,2
18033,33,18033,7,9,9,5,2
18034,180,18034,19,11,11,1,2
18035,11,18035,0,7,7,0,2
18036,146,18036,19,8,8,1,2
18037,200,18037,12,2,2,2,2
18038,43,18038,23,13,13,2,2
18039,84,18039,9,2,2,1,2
18040,185,18040,15,8,8,1,2
18041,154,18041,5,4,4,4,2
18042,2,18042,6,5,5,5,2
18043,5,18043,11,4,4,1,2
18044,110,18044,11,7,7,3,2
18045,175,18045,3,3,3,0,2
18046,162,18046,13,6,6,2,2
18047,74,18047,20,9,9,3,2
18048,7,18048,7,2,2,5,2
18049,190,18049,21,11,11,0,2
18050,45,18050,15,8,8,0,2
18051,126,18051,6,9,9,6,2
18052,13,18052,4,9,9,2,2
18053,155,18053,5,0,0,4,2
18054,175,18054,6,5,5,6,2
18055,124,18055,11,1,1,0,2
18056,179,18056,15,12,12,2,2
18057,34,18057,7,8,8,4,2
18058,92,18058,18,2,2,1,2
18059,120,18059,21,2,2,1,2
18060,14,18060,14,11,11,5,2
18061,74,18061,6,3,3,5,2
18062,105,18062,12,9,9,3,2
18063,57,18063,10,5,5,0,2
18064,1,18064,13,1,1,3,2
18065,139,18065,7,4,4,3,2
18066,195,18066,21,12,12,6,2
18067,57,18067,9,9,9,6,2
18068,2,18068,3,9,9,6,2
18069,20,18069,16,9,9,5,2
18070,84,18070,18,11,11,4,2
18071,61,18071,11,4,4,2,2
18072,140,18072,8,4,4,0,2
18073,71,18073,9,9,9,0,2
18074,81,18074,9,9,9,4,2
18075,13,18075,0,4,4,4,2
18076,130,18076,11,9,9,1,2
18077,75,18077,1,1,1,2,2
18078,69,18078,5,0,0,5,2
18079,144,18079,2,5,5,5,2
18080,196,18080,19,12,12,0,2
18081,100,18081,20,3,3,4,2
18082,105,18082,4,10,10,3,2
18083,174,18083,2,11,11,3,2
18084,163,18084,15,8,8,5,2
18085,84,18085,8,7,7,3,2
18086,179,18086,19,8,8,1,2
18087,139,18087,20,11,11,5,2
18088,193,18088,0,7,7,2,2
18089,196,18089,9,5,5,6,2
18090,196,18090,22,7,7,1,2
18091,69,18091,18,3,3,0,2
18092,102,18092,6,9,9,3,2
18093,115,18093,6,12,12,1,2
18094,99,18094,8,7,7,1,2
18095,38,18095,7,5,5,2,2
18096,186,18096,13,10,10,1,2
18097,155,18097,1,11,11,2,2
18098,56,18098,12,7,7,2,2
18099,28,18099,6,8,8,3,2
18100,26,18100,10,5,5,2,2
18101,137,18101,17,6,6,0,2
18102,106,18102,17,10,10,5,2
18103,49,18103,3,2,2,4,2
18104,102,18104,7,7,7,1,2
18105,185,18105,23,7,7,4,2
18106,197,18106,5,1,1,4,2
18107,146,18107,15,2,2,4,2
18108,86,18108,2,7,7,2,2
18109,111,18109,16,1,1,5,2
18110,150,18110,22,4,4,2,2
18111,145,18111,8,11,11,6,2
18112,40,18112,17,11,11,2,2
18113,117,18113,6,2,2,1,2
18114,20,18114,3,1,1,1,2
18115,162,18115,1,6,6,6,2
18116,19,18116,21,7,7,5,2
18117,91,18117,9,2,2,0,2
18118,183,18118,6,10,10,4,2
18119,24,18119,20,8,8,3,2
18120,135,18120,22,11,11,1,2
18121,53,18121,8,3,3,1,2
18122,62,18122,10,7,7,3,2
18123,186,18123,2,10,10,4,2
18124,28,18124,5,8,8,5,2
18125,78,18125,18,0,0,4,2
18126,90,18126,11,0,0,5,2
18127,167,18127,6,10,10,6,2
18128,18,18128,10,5,5,2,2
18129,148,18129,21,3,3,1,2
18130,160,18130,21,10,10,0,2
18131,67,18131,12,12,12,0,2
18132,0,18132,17,6,6,4,2
18133,181,18133,2,7,7,6,2
18134,149,18134,16,9,9,0,2
18135,34,18135,13,1,1,4,2
18136,75,18136,5,7,7,6,2
18137,154,18137,4,6,6,3,2
18138,49,18138,5,1,1,2,2
18139,123,18139,4,1,1,6,2
18140,169,18140,18,7,7,1,2
18141,180,18141,18,3,3,0,2
18142,158,18142,7,9,9,6,2
18143,69,18143,0,10,10,5,2
18144,47,18144,3,3,3,5,2
18145,173,18145,22,4,4,5,2
18146,65,18146,6,6,6,1,2
18147,200,18147,4,3,3,2,2
18148,142,18148,17,1,1,3,2
18149,64,18149,15,12,12,5,2
18150,50,18150,1,10,10,4,2
18151,70,18151,16,7,7,5,2
18152,15,18152,16,12,12,5,2
18153,181,18153,23,11,11,3,2
18154,62,18154,11,7,7,1,2
18155,149,18155,2,12,12,5,2
18156,196,18156,8,3,3,4,2
18157,150,18157,3,11,11,2,2
18158,155,18158,21,7,7,1,2
18159,167,18159,16,8,8,3,2
18160,139,18160,13,7,7,0,2
18161,164,18161,23,2,2,2,2
18162,133,18162,23,9,9,6,2
18163,18,18163,18,12,12,4,2
18164,198,18164,19,8,8,3,2
18165,98,18165,16,7,7,1,2
18166,192,18166,9,6,6,5,2
18167,87,18167,4,12,12,6,2
18168,74,18168,5,3,3,2,2
18169,157,18169,8,3,3,4,2
18170,57,18170,15,9,9,4,2
18171,79,18171,4,4,4,2,2
18172,23,18172,17,9,9,2,2
18173,145,18173,11,9,9,1,2
18174,127,18174,2,5,5,1,2
18175,111,18175,3,13,13,3,2
18176,17,18176,5,4,4,5,2
18177,87,18177,4,8,8,5,2
18178,130,18178,23,9,9,2,2
18179,185,18179,20,12,12,0,2
18180,22,18180,2,6,6,1,2
18181,192,18181,20,4,4,4,2
18182,153,18182,9,1,1,2,2
18183,71,18183,1,11,11,5,2
18184,24,18184,19,12,12,6,2
18185,164,18185,21,7,7,6,2
18186,3,18186,19,1,1,1,2
18187,3,18187,20,11,11,0,2
18188,183,18188,4,7,7,2,2
18189,158,18189,15,4,4,5,2
18190,61,18190,6,12,12,4,2
18191,90,18191,21,7,7,1,2
18192,15,18192,6,2,2,3,2
18193,123,18193,17,11,11,3,2
18194,83,18194,17,2,2,0,2
18195,51,18195,15,8,8,5,2
18196,43,18196,15,8,8,3,2
18197,127,18197,21,11,11,1,2
18198,7,18198,22,4,4,0,2
18199,126,18199,2,11,11,0,2
18200,106,18200,18,8,8,2,2
18201,156,18201,20,1,1,4,2
18202,177,18202,18,4,4,0,2
18203,57,18203,21,2,2,2,2
18204,60,18204,0,4,4,4,2
18205,17,18205,20,1,1,5,2
18206,108,18206,16,10,10,5,2
18207,88,18207,21,8,8,0,2
18208,167,18208,20,12,12,5,2
18209,35,18209,18,6,6,3,2
18210,8,18210,7,1,1,3,2
18211,89,18211,22,2,2,4,2
18212,77,18212,3,1,1,4,2
18213,86,18213,2,3,3,1,2
18214,92,18214,9,9,9,5,2
18215,23,18215,11,5,5,2,2
18216,188,18216,8,4,4,6,2
18217,24,18217,6,11,11,0,2
18218,4,18218,15,3,3,4,2
18219,134,18219,15,6,6,4,2
18220,182,18220,5,10,10,4,2
18221,137,18221,14,8,8,2,2
18222,168,18222,16,4,4,1,2
18223,55,18223,12,2,2,6,2
18224,190,18224,0,1,1,1,2
18225,118,18225,14,12,12,3,2
18226,44,18226,15,7,7,6,2
18227,98,18227,7,11,11,0,2
18228,88,18228,0,4,4,5,2
18229,80,18229,2,4,4,3,2
18230,110,18230,0,5,5,4,2
18231,164,18231,1,10,10,0,2
18232,190,18232,22,6,6,1,2
18233,10,18233,5,4,4,6,2
18234,44,18234,7,4,4,6,2
18235,9,18235,20,7,7,6,2
18236,83,18236,5,8,8,3,2
18237,123,18237,8,6,6,4,2
18238,172,18238,21,5,5,0,2
18239,106,18239,7,9,9,2,2
18240,113,18240,5,4,4,5,2
18241,175,18241,13,1,1,6,2
18242,191,18242,18,7,7,6,2
18243,94,18243,1,6,6,0,2
18244,187,18244,10,12,12,6,2
18245,137,18245,7,4,4,4,2
18246,110,18246,21,7,7,2,2
18247,79,18247,5,9,9,6,2
18248,53,18248,6,6,6,1,2
18249,14,18249,15,9,9,1,2
18250,177,18250,7,8,8,4,2
18251,95,18251,0,1,1,4,2
18252,2,18252,16,7,7,4,2
18253,91,18253,12,3,3,2,2
18254,52,18254,6,11,11,1,2
18255,133,18255,21,3,3,5,2
18256,170,18256,9,8,8,1,2
18257,41,18257,5,1,1,5,2
18258,89,18258,15,3,3,5,2
18259,87,18259,6,6,6,1,2
18260,27,18260,8,4,4,5,2
18261,34,18261,5,3,3,5,2
18262,36,18262,10,7,7,2,2
18263,40,18263,11,11,11,2,2
18264,70,18264,6,10,10,4,2
18265,158,18265,19,12,12,0,2
18266,97,18266,15,10,10,3,2
18267,196,18267,15,12,12,1,2
18268,174,18268,21,10,10,5,2
18269,20,18269,3,6,6,0,2
18270,129,18270,4,7,7,4,2
18271,99,18271,2,3,3,3,2
18272,112,18272,6,10,10,0,2
18273,189,18273,21,3,3,4,2
18274,193,18274,10,11,11,1,2
18275,82,18275,12,11,11,4,2
18276,96,18276,4,5,5,4,2
18277,82,18277,10,0,0,4,2
18278,10,18278,16,9,9,1,2
18279,125,18279,0,4,4,1,2
18280,26,18280,13,12,12,3,2
18281,170,18281,6,6,6,4,2
18282,52,18282,14,12,12,4,2
18283,95,18283,11,10,10,3,2
18284,170,18284,16,11,11,4,2
18285,45,18285,11,8,8,5,2
18286,177,18286,20,2,2,6,2
18287,70,18287,3,7,7,1,2
18288,154,18288,13,4,4,5,2
18289,158,18289,7,7,7,2,2
18290,48,18290,22,11,11,6,2
18291,87,18291,15,4,4,4,2
18292,57,18292,1,13,13,3,2
18293,136,18293,12,12,12,2,2
18294,195,18294,6,5,5,3,2
18295,22,18295,2,5,5,3,2
18296,111,18296,10,1,1,3,2
18297,45,18297,11,6,6,2,2
18298,193,18298,5,1,1,3,2
18299,19,18299,6,5,5,5,2
18300,12,18300,18,9,9,4,2
18301,198,18301,12,9,9,6,2
18302,64,18302,3,11,11,0,2
18303,70,18303,23,0,0,5,2
18304,118,18304,1,9,9,3,2
18305,1,18305,20,8,8,1,2
18306,123,18306,5,1,1,5,2
18307,183,18307,17,4,4,1,2
18308,8,18308,14,4,4,0,2
18309,155,18309,2,7,7,3,2
18310,57,18310,18,8,8,3,2
18311,137,18311,5,6,6,1,2
18312,60,18312,16,2,2,1,2
18313,41,18313,11,12,12,4,2
18314,182,18314,7,3,3,2,2
18315,51,18315,19,4,4,3,2
18316,107,18316,22,9,9,2,2
18317,154,18317,12,7,7,3,2
18318,86,18318,14,2,2,0,2
18319,182,18319,0,5,5,0,2
18320,89,18320,13,10,10,2,2
18321,138,18321,1,1,1,6,2
18322,116,18322,19,6,6,4,2
18323,149,18323,2,2,2,4,2
18324,60,18324,20,2,2,2,2
18325,154,18325,7,10,10,5,2
18326,196,18326,12,9,9,4,2
18327,86,18327,10,1,1,1,2
18328,196,18328,15,11,11,5,2
18329,154,18329,15,3,3,6,2
18330,105,18330,5,8,8,0,2
18331,19,18331,0,10,10,5,2
18332,2,18332,17,4,4,0,2
18333,194,18333,0,1,1,6,2
18334,4,18334,20,4,4,1,2
18335,48,18335,15,4,4,2,2
18336,76,18336,5,8,8,2,2
18337,151,18337,21,2,2,2,2
18338,99,18338,12,7,7,6,2
18339,13,18339,0,12,12,4,2
18340,174,18340,11,12,12,4,2
18341,87,18341,17,10,10,4,2
18342,76,18342,7,13,13,6,2
18343,56,18343,11,8,8,2,2
18344,121,18344,8,9,9,1,2
18345,21,18345,6,11,11,0,2
18346,4,18346,23,8,8,6,2
18347,51,18347,7,10,10,1,2
18348,174,18348,11,9,9,4,2
18349,194,18349,22,1,1,3,2
18350,46,18350,0,1,1,5,2
18351,163,18351,5,6,6,6,2
18352,165,18352,9,10,10,6,2
18353,95,18353,17,8,8,0,2
18354,159,18354,3,6,6,1,2
18355,192,18355,0,9,9,4,2
18356,115,18356,23,7,7,2,2
18357,179,18357,17,8,8,3,2
18358,40,18358,19,12,12,5,2
18359,25,18359,15,12,12,0,2
18360,174,18360,8,6,6,6,2
18361,22,18361,9,11,11,0,2
18362,186,18362,4,12,12,1,2
18363,13,18363,10,9,9,1,2
18364,53,18364,4,5,5,6,2
18365,103,18365,15,3,3,6,2
18366,30,18366,19,9,9,2,2
18367,16,18367,9,10,10,1,2
18368,22,18368,8,10,10,5,2
18369,93,18369,3,6,6,0,2
18370,174,18370,4,6,6,1,2
18371,179,18371,16,1,1,4,2
18372,170,18372,18,5,5,5,2
18373,86,18373,6,1,1,6,2
18374,199,18374,3,12,12,0,2
18375,57,18375,22,8,8,2,2
18376,37,18376,6,10,10,4,2
18377,99,18377,16,7,7,1,2
18378,16,18378,20,12,12,4,2
18379,41,18379,8,8,8,6,2
18380,20,18380,21,12,12,4,2
18381,11,18381,9,13,13,1,2
18382,85,18382,4,1,1,0,2
18383,19,18383,5,0,0,4,2
18384,14,18384,13,5,5,4,2
18385,200,18385,1,6,6,0,2
18386,184,18386,18,5,5,6,2
18387,105,18387,14,12,12,3,2
18388,70,18388,4,5,5,4,2
18389,155,18389,17,1,1,3,2
18390,133,18390,19,8,8,2,2
18391,129,18391,16,4,4,1,2
18392,117,18392,8,2,2,4,2
18393,110,18393,14,1,1,5,2
18394,149,18394,23,9,9,0,2
18395,140,18395,0,5,5,2,2
18396,59,18396,18,10,10,5,2
18397,151,18397,0,4,4,5,2
18398,199,18398,0,12,12,3,2
18399,168,18399,14,6,6,4,2
18400,69,18400,16,2,2,4,2
18401,37,18401,3,8,8,0,2
18402,200,18402,23,1,1,6,2
18403,29,18403,10,6,6,1,2
18404,190,18404,18,7,7,3,2
18405,8,18405,18,8,8,0,2
18406,187,18406,23,10,10,2,2
18407,138,18407,5,11,11,3,2
18408,16,18408,2,0,0,5,2
18409,35,18409,14,7,7,0,2
18410,95,18410,9,7,7,6,2
18411,150,18411,8,5,5,0,2
18412,17,18412,21,9,9,3,2
18413,44,18413,21,8,8,0,2
18414,8,18414,3,2,2,3,2
18415,200,18415,18,12,12,4,2
18416,90,18416,10,1,1,4,2
18417,143,18417,2,2,2,2,2
18418,102,18418,16,4,4,6,2
18419,183,18419,16,10,10,6,2
18420,170,18420,14,6,6,0,2
18421,86,18421,13,11,11,3,2
18422,119,18422,17,9,9,1,2
18423,4,18423,23,11,11,2,2
18424,65,18424,20,1,1,6,2
18425,193,18425,10,5,5,0,2
18426,67,18426,2,6,6,2,2
18427,4,18427,23,2,2,2,2
18428,55,18428,19,7,7,0,2
18429,180,18429,6,6,6,2,2
18430,12,18430,20,9,9,0,2
18431,146,18431,15,7,7,5,2
18432,182,18432,15,1,1,2,2
18433,188,18433,11,13,13,2,2
18434,154,18434,9,3,3,5,2
18435,194,18435,20,6,6,6,2
18436,128,18436,20,12,12,3,2
18437,9,18437,6,1,1,6,2
18438,95,18438,21,0,0,5,2
18439,66,18439,12,10,10,2,2
18440,14,18440,17,4,4,5,2
18441,126,18441,0,5,5,5,2
18442,12,18442,11,4,4,6,2
18443,161,18443,3,11,11,2,2
18444,148,18444,1,8,8,0,2
18445,116,18445,1,10,10,3,2
18446,84,18446,21,9,9,2,2
18447,170,18447,6,6,6,5,2
18448,29,18448,8,12,12,2,2
18449,71,18449,6,10,10,5,2
18450,191,18450,19,8,8,4,2
18451,113,18451,6,9,9,0,2
18452,67,18452,16,1,1,1,2
18453,4,18453,5,3,3,1,2
18454,67,18454,12,10,10,3,2
18455,185,18455,5,3,3,1,2
18456,101,18456,19,1,1,4,2
18457,174,18457,10,9,9,4,2
18458,178,18458,6,6,6,2,2
18459,136,18459,9,10,10,1,2
18460,49,18460,15,9,9,5,2
18461,4,18461,17,4,4,0,2
18462,3,18462,19,3,3,2,2
18463,6,18463,5,5,5,0,2
18464,170,18464,16,2,2,2,2
18465,13,18465,5,12,12,6,2
18466,188,18466,17,4,4,6,2
18467,64,18467,9,7,7,6,2
18468,162,18468,1,9,9,5,2
18469,93,18469,8,11,11,5,2
18470,194,18470,19,8,8,4,2
18471,14,18471,11,0,0,4,2
18472,87,18472,14,8,8,6,2
18473,15,18473,5,12,12,5,2
18474,149,18474,18,3,3,1,2
18475,150,18475,9,11,11,6,2
18476,12,18476,10,11,11,6,2
18477,7,18477,7,9,9,3,2
18478,94,18478,14,11,11,1,2
18479,89,18479,10,11,11,0,2
18480,191,18480,9,10,10,3,2
18481,200,18481,6,2,2,6,2
18482,72,18482,21,2,2,2,2
18483,152,18483,22,3,3,4,2
18484,120,18484,2,8,8,2,2
18485,90,18485,7,7,7,3,2
18486,68,18486,21,2,2,1,2
18487,191,18487,9,12,12,2,2
18488,110,18488,12,9,9,6,2
18489,146,18489,13,10,10,4,2
18490,80,18490,19,6,6,2,2
18491,135,18491,6,3,3,2,2
18492,93,18492,22,1,1,5,2
18493,106,18493,17,1,1,0,2
18494,127,18494,18,1,1,4,2
18495,17,18495,8,1,1,5,2
18496,167,18496,7,5,5,2,2
18497,115,18497,5,13,13,6,2
18498,116,18498,20,13,13,6,2
18499,154,18499,19,7,7,3,2
18500,122,18500,4,5,5,3,2
18501,197,18501,3,7,7,3,2
18502,56,18502,10,13,13,0,2
18503,42,18503,7,12,12,6,2
18504,14,18504,18,7,7,6,2
18505,26,18505,19,2,2,5,2
18506,143,18506,10,3,3,4,2
18507,65,18507,8,13,13,0,2
18508,133,18508,4,7,7,4,2
18509,86,18509,9,8,8,2,2
18510,80,18510,4,2,2,0,2
18511,59,18511,19,12,12,4,2
18512,86,18512,12,3,3,4,2
18513,44,18513,3,11,11,4,2
18514,109,18514,13,3,3,4,2
18515,42,18515,4,2,2,6,2
18516,31,18516,6,2,2,6,2
18517,149,18517,18,3,3,5,2
18518,190,18518,3,10,10,3,2
18519,113,18519,18,1,1,2,2
18520,144,18520,14,3,3,4,2
18521,126,18521,15,12,12,4,2
18522,195,18522,13,9,9,1,2
18523,42,18523,1,10,10,6,2
18524,90,18524,2,5,5,4,2
18525,67,18525,4,4,4,0,2
18526,96,18526,17,11,11,0,2
18527,36,18527,9,12,12,3,2
18528,152,18528,14,1,1,4,2
18529,188,18529,5,6,6,1,2
18530,31,18530,15,1,1,0,2
18531,198,18531,1,5,5,6,2
18532,60,18532,20,2,2,0,2
18533,148,18533,4,5,5,1,2
18534,24,18534,18,1,1,0,2
18535,0,18535,7,1,1,2,2
18536,55,18536,15,1,1,3,2
18537,109,18537,16,5,5,2,2
18538,117,18538,19,1,1,2,2
18539,45,18539,23,6,6,6,2
18540,38,18540,15,13,13,2,2
18541,135,18541,6,11,11,5,2
18542,158,18542,19,7,7,0,2
18543,170,18543,7,12,12,5,2
18544,141,18544,18,7,7,1,2
18545,121,18545,21,8,8,3,2
18546,44,18546,7,11,11,6,2
18547,71,18547,6,10,10,2,2
18548,39,18548,2,13,13,6,2
18549,20,18549,1,5,5,3,2
18550,110,18550,3,4,4,6,2
18551,105,18551,17,6,6,1,2
18552,99,18552,22,5,5,5,2
18553,30,18553,23,5,5,1,2
18554,27,18554,21,10,10,5,2
18555,91,18555,23,6,6,5,2
18556,63,18556,10,5,5,2,2
18557,172,18557,13,12,12,5,2
18558,8,18558,4,1,1,0,2
18559,52,18559,13,2,2,1,2
18560,196,18560,1,12,12,6,2
18561,85,18561,21,8,8,2,2
18562,170,18562,12,13,13,0,2
18563,48,18563,6,9,9,4,2
18564,54,18564,8,7,7,2,2
18565,45,18565,0,1,1,0,2
18566,169,18566,0,8,8,5,2
18567,48,18567,20,11,11,1,2
18568,130,18568,23,6,6,6,2
18569,193,18569,3,3,3,4,2
18570,115,18570,1,8,8,0,2
18571,108,18571,20,5,5,0,2
18572,15,18572,15,1,1,1,2
18573,129,18573,10,3,3,5,2
18574,182,18574,1,1,1,5,2
18575,85,18575,0,5,5,4,2
18576,122,18576,6,0,0,5,2
18577,169,18577,13,12,12,5,2
18578,58,18578,16,8,8,2,2
18579,9,18579,0,5,5,6,2
18580,46,18580,6,9,9,2,2
18581,180,18581,16,11,11,4,2
18582,176,18582,2,12,12,4,2
18583,77,18583,21,1,1,4,2
18584,63,18584,13,12,12,4,2
18585,141,18585,12,8,8,2,2
18586,45,18586,13,13,13,6,2
18587,135,18587,2,9,9,3,2
18588,88,18588,3,2,2,3,2
18589,31,18589,8,13,13,1,2
18590,187,18590,2,5,5,2,2
18591,51,18591,6,4,4,6,2
18592,29,18592,8,9,9,6,2
18593,29,18593,14,8,8,5,2
18594,12,18594,19,11,11,4,2
18595,39,18595,21,6,6,3,2
18596,101,18596,22,12,12,1,2
18597,32,18597,4,8,8,4,2
18598,82,18598,9,12,12,1,2
18599,109,18599,15,5,5,1,2
18600,111,18600,14,8,8,4,2
